system:index,LST_Celsius,date,.geo
2021_01_25,30.273707588762647,2021-01-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_02_02,31.087165219583028,2021-02-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_02_10,32.179795886491604,2021-02-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_02_18,31.753392711616243,2021-02-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_02_26,33.15639131399763,2021-02-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_03_06,33.208954940113586,2021-03-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_03_14,33.37874793413397,2021-03-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_03_22,33.97834161720334,2021-03-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_03_30,30.858815446757717,2021-03-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_04_07,30.5111813307405,2021-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_04_15,30.12788404420536,2021-04-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_04_23,30.402369711101358,2021-04-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_05_01,30.607058124147557,2021-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_05_09,29.27543932641879,2021-05-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_05_17,28.948997811153333,2021-05-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_05_25,28.52365752291894,2021-05-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_06_02,28.266075528429553,2021-06-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_06_10,27.25601133582228,2021-06-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_06_18,28.87589655115471,2021-06-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_06_26,26.56314470711493,2021-06-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_07_04,25.286587896539743,2021-07-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_07_12,25.980489767445135,2021-07-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_07_20,,2021-07-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_07_28,28.498656470917638,2021-07-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_08_05,25.67375317070855,2021-08-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_08_13,29.476697825381393,2021-08-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_08_21,27.917860751242642,2021-08-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_08_29,26.981800058634008,2021-08-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_09_06,28.19697996694981,2021-09-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_09_14,28.043716033745113,2021-09-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_09_22,28.905135195406103,2021-09-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_09_30,28.215569277395673,2021-09-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_10_08,27.885332051209673,2021-10-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_10_16,30.07371933508324,2021-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_10_24,29.85170657127128,2021-10-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_11_01,29.435137568324933,2021-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_11_09,,2021-11-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_11_17,30.16480737707161,2021-11-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_11_25,30.21464542326595,2021-11-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_12_03,29.676394676049256,2021-12-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_12_11,30.271750098079906,2021-12-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_12_19,30.29933300190868,2021-12-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2021_12_27,30.91085130128039,2021-12-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_01_01,31.22762215087829,2022-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_01_09,30.085475094322817,2022-01-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_01_17,29.822102711629782,2022-01-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_01_25,31.29214060048406,2022-01-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_02_02,31.52648939759274,2022-02-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_02_10,31.249351595107953,2022-02-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_02_18,32.64953513738203,2022-02-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_02_26,32.984438031139064,2022-02-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_03_06,33.46392160065915,2022-03-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_03_14,32.356700549559434,2022-03-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_03_22,33.784441078877364,2022-03-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_03_30,29.99047520143006,2022-03-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_04_07,32.03930286211471,2022-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_04_15,31.174535752657846,2022-04-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_04_23,29.66590613715647,2022-04-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_05_01,30.849613846987666,2022-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_05_09,,2022-05-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_05_17,27.444547103241348,2022-05-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_05_25,28.56968419784539,2022-05-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_06_02,29.49421016640082,2022-06-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_06_10,30.08663457911331,2022-06-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_06_18,25.421928622987707,2022-06-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_06_26,29.145442270189392,2022-06-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_07_04,,2022-07-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_07_12,26.2077209632007,2022-07-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_07_20,28.093769059150418,2022-07-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_07_28,28.45793061895148,2022-07-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_08_05,25.86052188274158,2022-08-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_08_13,29.892930674696117,2022-08-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_08_21,,2022-08-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_08_29,28.48562874683995,2022-08-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_09_06,24.543506833926244,2022-09-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_09_14,29.253584160598166,2022-09-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_09_22,28.77484990251361,2022-09-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_09_30,26.346610843031613,2022-09-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_10_08,26.8108603393203,2022-10-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_10_16,,2022-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_10_24,29.817016603245406,2022-10-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_11_01,29.379945004342858,2022-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_11_09,28.25154101422055,2022-11-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_11_17,29.16404628537225,2022-11-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_11_25,28.243629771879398,2022-11-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_12_03,28.035277418855003,2022-12-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_12_11,29.35972637933338,2022-12-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_12_19,28.87753395795346,2022-12-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2022_12_27,29.475300247397627,2022-12-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_01_01,29.860870717553325,2023-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_01_09,29.13244892738618,2023-01-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_01_17,30.01964206285504,2023-01-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_01_25,28.73904745597298,2023-01-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_02_02,30.55384856435967,2023-02-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_02_10,31.176892802374027,2023-02-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_02_18,32.19076913519763,2023-02-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_02_26,32.96003223797561,2023-02-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_03_06,33.662412728163304,2023-03-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_03_14,32.061794393618925,2023-03-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_03_22,32.11475759851095,2023-03-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_03_30,31.992428274534177,2023-03-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_04_07,33.303036925021445,2023-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_04_15,33.258081809168914,2023-04-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_04_23,30.25927523613052,2023-04-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_05_01,28.487564358990937,2023-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_05_09,30.102604614643326,2023-05-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_05_17,30.014989570296507,2023-05-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_05_25,28.4027385711625,2023-05-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_06_02,28.981198722894817,2023-06-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_06_10,24.21505439698791,2023-06-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_06_18,25.382800804829003,2023-06-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_06_26,30.012671546438412,2023-06-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_07_04,25.016531141868484,2023-07-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_07_12,21.076873718737374,2023-07-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_07_20,31.341560748431164,2023-07-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_07_28,28.337045906948333,2023-07-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_08_05,28.02261110982846,2023-08-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_08_13,28.715321672582036,2023-08-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_08_21,29.76051727314848,2023-08-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_08_29,31.385633279687283,2023-08-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_09_06,30.399293961744263,2023-09-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_09_14,20.15705882352944,2023-09-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_09_22,25.293242385786755,2023-09-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_09_30,29.615188958074953,2023-09-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_10_08,30.992322253823204,2023-10-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_10_16,29.595744011339605,2023-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_10_24,28.7895054874308,2023-10-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_11_01,30.428541616585733,2023-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_11_09,28.814267298088907,2023-11-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_11_17,28.42024619603876,2023-11-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_11_25,30.830274420821468,2023-11-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_12_03,28.943328356621294,2023-12-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_12_11,29.75645297449472,2023-12-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_12_19,29.557177447409686,2023-12-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2023_12_27,30.0698357482774,2023-12-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_01_01,29.112170744577327,2024-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_01_09,29.475359081735235,2024-01-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_01_17,30.231933244193215,2024-01-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_01_25,29.819580170361178,2024-01-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_02_02,30.655051381504734,2024-02-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_02_10,31.902004004174614,2024-02-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_02_18,31.18735936378954,2024-02-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_02_26,32.3571795809853,2024-02-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_03_05,31.612012156467983,2024-03-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_03_13,31.128779285622954,2024-03-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_03_21,32.96759491283575,2024-03-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_03_29,32.24631664933395,2024-03-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_04_06,33.32878377369627,2024-04-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_04_14,29.72326616247568,2024-04-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_04_22,33.35805235879309,2024-04-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_04_30,31.822711551930354,2024-04-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_05_08,32.29682951794098,2024-05-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_05_16,25.290390599849673,2024-05-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_05_24,,2024-05-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_06_01,26.986800000000017,2024-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_06_09,28.714494309897646,2024-06-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_06_17,28.38386315386765,2024-06-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_06_25,24.255050463097575,2024-06-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_07_03,27.135922673669086,2024-07-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_07_11,27.44505960079158,2024-07-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_07_19,25.997173808748755,2024-07-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_07_27,,2024-07-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_08_04,25.77000000000004,2024-08-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_08_12,27.31394467583516,2024-08-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_08_20,27.524880320071873,2024-08-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_08_28,25.922814805756104,2024-08-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_09_05,26.841483904805784,2024-09-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_09_13,28.370054652937654,2024-09-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_09_21,28.747770269841624,2024-09-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_09_29,28.457719347971363,2024-09-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_10_07,,2024-10-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_10_15,27.95794498644358,2024-10-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_10_23,29.18232219195238,2024-10-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_10_31,28.406409818896805,2024-10-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_11_08,29.691331591620724,2024-11-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_11_16,28.9409006449589,2024-11-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_11_24,26.45467295430825,2024-11-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_12_02,28.34556159274689,2024-12-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_12_10,28.995084805465183,2024-12-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_12_18,28.331101680475285,2024-12-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2024_12_26,27.818781967014957,2024-12-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_01_01,28.636778369603746,2025-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_01_09,29.55502134930441,2025-01-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_01_17,29.548307663351125,2025-01-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_01_25,28.72930279782588,2025-01-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_02_02,30.13710660835494,2025-02-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_02_10,30.1990422621721,2025-02-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_02_18,31.507997521095604,2025-02-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_02_26,31.013202462256345,2025-02-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_03_06,31.79752433158086,2025-03-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_03_14,30.55376058097221,2025-03-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_03_22,30.26991671097568,2025-03-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_03_30,30.582335780546543,2025-03-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_04_07,29.631458530695568,2025-04-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_04_15,30.49917551812092,2025-04-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_04_23,28.980146758236685,2025-04-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_05_01,29.127927359471585,2025-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_05_09,29.327975486863522,2025-05-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_05_17,28.058921144304918,2025-05-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_05_25,,2025-05-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_06_02,27.674182392468765,2025-06-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_06_10,25.55024691358028,2025-06-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_06_18,23.770182259197952,2025-06-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_06_26,23.3192695297883,2025-06-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_07_04,26.10681616658104,2025-07-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_07_12,,2025-07-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_07_20,,2025-07-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_07_28,27.413092805959252,2025-07-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_08_05,25.19994215328734,2025-08-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_08_13,25.004087097515708,2025-08-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_08_21,27.231443619748916,2025-08-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_08_29,27.611997798920754,2025-08-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_09_06,26.81828827407901,2025-09-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_09_14,27.069604911811496,2025-09-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_09_22,28.27435003869772,2025-09-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_09_30,28.294809391917852,2025-09-30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_10_08,29.699908252309967,2025-10-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_10_16,26.225953038529042,2025-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_10_24,27.875290012153755,2025-10-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_11_01,28.52781025794326,2025-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_11_09,27.935944502485597,2025-11-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_11_17,28.195147355557708,2025-11-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_11_25,24.57409241626857,2025-11-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_12_03,27.294630008935485,2025-12-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_12_11,27.343665097654934,2025-12-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_12_19,26.73902895664048,2025-12-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2025_12_27,26.77759627723168,2025-12-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
